Year,Month,Day,identifier,Newspaper,State,Title,Text
1870,7,13,1870071312202,New York Daily Tribune,NY,six per cent interest allowed.,open daily from 10am to 3pm and on mondays and thursdays from 5 to 7 pm. interest commences on the first of each month.
1870,7,13,1870071312211,New York Daily Tribune,NY,thirty-ninth semi-annual dividend.,"the trustees of this institution have declared the regular semi-annual dividend on all sums on deposit july 1(by the rues entitled thereto). at the rate of seven per cent per annum, payable on and after the third monday in july. the dividend will be credited under date of july 1, and if not withdrawn, will receive interest the same as a deposits of that date."
1870,7,13,1870071312218,New York Daily Tribune,NY,dividend notice,"depositors are hereby notified that a semi-annual interest, at the rate of six per cent per annum, on all sums of three dollars and upwards, that shall have been deposited on three months on the first day of july next. will be paid to depositors on or after monday, july 18.  interest not called for will be passed to the credit of depositors as principal, and draw interest from july 1. deposits made on or before the 10th day of july will draw interest from the 1st. the bank is open for business daily (sundays and holidays excepted) from 10 am, until 2 pm and also on monday and saturday afternoons from 4 to 7 o'clock."
1870,7,13,1870071312209,New York Daily Tribune,NY,broadway savings institution,"interest on deposits entitled thereto, for the six months ending june 30, at the rate of six per cent per annum; also an extra dividend at the rate of two per cent per annum, on all sums of $5 and upward, will be paid on and after monday, july 18."
1870,7,13,1870071312201,New York Daily Tribune,NY,the yorkville savings bank,the yorkville savings bank has declared a dividend of six per cent to depositors.
1870,7,13,1870071312217,New York Daily Tribune,NY,clinton savings bank,"semi-annual interest, at the rate of six per cent per annum, will be paid on and after monday july 18. all interest will be added to accounts from july 1, and, if not drawn, will remain as an original deposit. bank open daily from 10am to 3 pm, and on mondays, wednesdays and satuedays from 5 to 8pm. interest allowed from the first of every month. deposits made on or before july 20 will draw interest from july 1. business deposits received and interest allowed on daily business. checks paid at the counter, or redeemed through the clearing house."
1870,7,13,1870071312212,New York Daily Tribune,NY,the german american bank,"the german american bank ( organized under the general banking law of the state of new-york), ""equitable life"" building, broadway cornor of credar-st. new york city. o.h. schreiner, cashier. emil sauer, president. ( over fifteen year cashier of the chatham national bank, n.y.) the german american bank will commence business on monday, august 1, 1970, with a cash capital of $1,000,000. subject to increase to $15,000,000"
1870,7,13,1870071312204,New York Daily Tribune,NY,union dime savings bank,"six per cent interest allowed on all sums on $5 to $5,000. money deposited on or before july 20, will draw interest from july 1. assets $7,695,386 96."
1870,7,13,1870071312214,New York Daily Tribune,NY,dividend notice.,"the trustees of this bank have ordered that an interest dividend at the rate of six per cent per annum be paid, on and after monday, july 18, on all sums of from one dollar to $5,000, which may have been deposited for 3 or 6 months next preceding july 1. all interest not drawn will be placed to the credit of the depositor, and will be entitled to interest as principal. all deposits made now will be entitled to interest from july 1."
1870,7,13,1870071312206,New York Daily Tribune,NY,people's savings bank,"the usual semi-annual interest at the rate of six per cent per annum on all sums entitled thereto on the first day of july, will be paid after july 20. money deposited now willl draw interest from july 1."
1870,7,13,1870071312203,New York Daily Tribune,NY,new york savings bank,"six per cent interest, paid on all sums from $5 to $5,000. deposits made on or before july 20 will draw interest from july 1. "
1870,7,13,1870071312216,New York Daily Tribune,NY,greenwich savings bank,"interest will be paid to depositors at the rate of seven per cent per annum on all sums of $5 to $500 and six per cent on sums exceeding $500, agreeable with the provisions of the by laws, free from govenment tax, and payable on and after monday, the 18th day of july 1870. all interest not called for will be credited as principal, and draw interest accordingly. all deposits made on or before monday july 11 will draw interest from the 1st."
1870,7,13,1870071312215,New York Daily Tribune,NY,thirty-ninth semi-annual dividend.,"the trustees of the seamen's bank for savings have declared that interest paid to deposito entitled thereto for the six months ending 30th june, as follows: on sums of five hundred dollars and under, at the rate of six per cent per annum, and on sums of exceeding five hundred dollars,. at the rate of five per cent per annum, payable on and after monday, 18th inst. the interest will be placed to the credit of depositors as principal."
1870,7,13,1870071312205,New York Daily Tribune,NY,dime savings bank,"nos.3 and 5 broadway, williamsburgh. the interest paid by this bank, equal to 7 and 8 per cent is $152,888 53. deposits made on or before july 20 draw from july 1."
1870,7,13,1870071312213,New York Daily Tribune,NY,thirty-fourth dividend,"july, 1870. by direction of the trustees of this bank, the usual semi-annual interest, at the rate of six per cent per annum, will be paid on all sums entitled thereto on and after july 15, inst., onr if not withdrawn, will be added to the account, and draw interest from july 1. deposits made on or before july 20 will bear interest from july 1, and six per cent allowed on all sums of $5 and upward. deposits of one dollar received."
1870,7,14,1870071401201,New National Era,VA,financial statement of the national freedmen's savings and trust company,[see image for the report] 
1870,7,14,1870071401203,New National Era,VA,the new freedman's bank.,"material prosperity, as a rule, is consequent upon moral or mental elevation. the vicious heathen grovels in filth and discomfort. in highly moral and christian communities we find everywhere physical evidences of thrift and comfort. the intemperate, uncivilized indian is content with his wigwaum and blanket, whilst his civilized neighbord seeks to surround himself with all the material appliances and luxuries of life. with the former imprudence and laziness are the parent of want and misery, whilst the conduct of the latter is characterized by providence and thrift. the barbarities of slavery depressed the colored people of america to the lowest state of moral and physical existence. but freedom and education are developing in them all those virtues that characterize races or nations who are guaranteed by just laws and impartial legislation all their heaven bestowed rights. the far-sighted friends of the colored people felt throughout the struggle that eventuated in the bestowal upon them of the privilege and immunities they now possess, that they would prove no exception to the rule, that the influences of freedom would develop in them all those virtues that distinguish white men in the enjoyment of the same blessings. in that belief, we say with pride and gratification, they have not been disappoint. on every side we are greated by evidences of their moral and material progress. they display ability and zeal in contributing, by the indepedent cultivation of our southern staples, to the productive wealth of the country. at the close of the war, when the south was in almost a chaotic state, when the country resounded with most dismal croakings over the future of the colored people, when even some of their tried friends doubted their ability, under the then adverse circumstances, to sustain themselves against the tide of depressing influences that set so strongly against them, there were men who, from long intimacy with their character and capacity, cherished the firmest convictions of their success in the new relations, which the events of the war had brought about. foremost amongst them was j. w. alvord, the president of the fsb. when he first broached his intention of inaugurating this institution, he was met on all sides with discouragement and prognostications of failure. firmly relying, however, on the estimate he had formed from a long experience of the thrift and capacity of the colored prople, he never faltered in his intention ; and the success that has crowned his exertion marks him as a real benefactor to the people his efforts in this direction have so well served to elevate. from its commencement, until the present the course of this institution has been one of uninterrupted prosperity. from a small beginning at washington it has ramified its influence throughout the principal cities of the south, and almost every weel brings a demand for a branch institution from some southern centre of industry, that a safe deposit may be had fort the surplus means the former poverty-stricken slave is now enabled to save from the rewards of his unremifting industry and praise-worthy economy. so extensive has this institution become, and so prudent and profitable has been its management, that it has been now found necessary to erect for its convenience a bank building, which, places as it will be, in one of the finest part of our national capital, will prove an ornament to the city, and a monument to the wisdom and foresight of the projectors of the company. this corporation has just entered into a contract with robert j. henry, esq. to erect for them on the land they have purchased, on the northeast corner of fifteenth street and pennsylvania avenue, a magnificent building, at a cost of $58,823. the architects, messrs. starkweather & plowman, have submitted a design, which the company have accepted. it is not intended that the bank shall occupy the whole of the premises, a portion will be used for stores. it is also the determination of some wealthy and public spirited individuals, whose names are a guarantee of success, to build on the other portions of the same land, a hotel, to rival the arlington in spaciousness and splendor. its architectural design will so harmonize with that of the bank as to give the whole the appearance of one magnificent structure. truly we live in a changeful age. who would have been so rash ten years ago, as to have prophesied that the colored people, then in a state of abject slavery and destitution, regarded as degraded and incapable, would within a decade, through their industry in the condition of freemen, contribute by their prudent thrift, so fine and structure to the adornment of the capital of the nation, that se scorned and oppressed them. "
1870,7,14,1870071401202,New National Era,VA,thrift amongst colored men,"it used to be one of the arguments most confidently and flippantly proclaimed in justification and defense of slavery, that negroes were naturally an idle and improvident set, and that if set at liberty they could not support themselves, and would starve. and this argument in favor of the accursed institution was made in the face of the great truths that for generations they had not only supported themselves, but the many millions of white people of the south. since the war the old advocates of slavery have been equally confident that they would only work under the lash, and must become paupers and criminals. notwithstanding the accumulation of evidence that they will and do work even better, where ordinary fair play is shown them, for themselves or their employers than for their owners. the fruits of their industry are everywhere to be seen in the agricultural and other statistics of the country, and they are daily proving the falsehood of their enemies in alleging, that under freedom they would surely sink to a lower deep of poverty and degradation than any other class of our laboring population ever did. the general industrial and economical habits begat by their freedom finds its aptest illustration in the fact, that the « national fsb », in its various branches, has on deposit at this time about two millions of dollars, the fruit of their hard toil. the amount of deposits for the month of may was $522,364.47. can the « poor whites » of the south present any such evidence of industry and thrift on their part? where are their savings banks and trust companies?"
1870,7,25,1870072512205,New York Daily Tribune,NY,dime savings bank,"two months' extra interest is paid by the dime savings bank, nos.3 and 5 broadway, williamsburgh, on deposits made on or before august 1."
1870,7,25,1870072512201,New York Daily Tribune,NY,union dime savings bank,"six per cent interest on $5 to $5,000.  assets $7,695,386 96."
1870,7,25,1870072512206,New York Daily Tribune,NY,union dime savings bank,"six per cent interest allowed on all sums from $5 upward. this bank has been organized for the convenience of depositors and is open every day ( sundays and holidays excepted) from 8 am to 8 pm, for the reception and payment of money.  money deposited before august 1, will draw interest from july 1."
1870,7,25,1870072512208,New York Daily Tribune,NY,clinton savings bank,"semi-annual interest, at the rate of six per cent per annum, will be paid on and after monday july 18. all interest will be added to accounts from july 1, and, if not drawn, will remain as an original deposit. bank open daily from 10am to 3 pm, and on mondays, wednesdays and satuedays from 5 to 3pm. interest allowed from the first of every month. deposits made on or before july 20 will draw interest from july 1. business deposits received and interest allowed on daily business. checks paid at the counter, or redeemed through the clearing house."
1870,7,25,1870072512204,New York Daily Tribune,NY,six per cent.,"six per cent interest from the 1st of each month. money deposited on or before august 1, will draw interest from that date."
1870,7,25,1870072512202,New York Daily Tribune,NY,equitable savings bank,"six per cent interest on $5 to $5,000. money deposited now will bear interest from july 1. assets $7,366,680 76."
1870,7,25,1870072512207,New York Daily Tribune,NY,"july, 1870.","the direction of this bank, the usual semi-annual interest, at the rate of six per cent per annum, will be paid on all sums entitled thereto on and after july 15, inst., or if not withdrawn, will be added to the account, and draw interest from july 1. deposits made on or before july 20 will bear interest from july 1, and six per cent allowed on all sums of $5 and upward. deposits of one dollar received."
1870,7,25,1870072512203,New York Daily Tribune,NY,new york savings bank,"six per cent interest, paid on all sums from $5 to $5,000. deposits made on or before aug.1 will draw interest from aug.1. "
1870,7,28,1870072818202,New York Times,NY,union dime savings bank,"union dime savings bank. nos. 396 and 398 canal-st, corner laight st. six per cent, interest on $5 to $5,000. assets, $7,695,386.98. john mcclean, president. "
1870,7,28,1870072818205,New York Times,NY,north river savings bank,"north river savings bank, corner of 94th-st and 8th-av. dividend-a semi-annual divident at the rate of six per cent per annum on all sums from $5 to $5,000 will be paid on and after july 18, 1870. interest commences on the first day of each month. six per cent, interest paid. bank open daily from 10 a.m. to 3 p.m. also, on monday, wednesday and saturday evenings, from 6 to 8 o'clock. john hooper, president. james o. bennett, secretary."
1870,7,28,1870072818201,New York Times,NY,dime savings bank,"one per cent extra interest is gained by depositing on or before august 1. dime savings bank, nos. 2 and 5 broadway, williamsburg."
1870,7,28,1870072818204,New York Times,NY,new york savings bank,"new york savings bank, 8th-av., corner of 14th-st - six per cent interest paid on all sums from $5 to $5,000. deposits made now will draw interest from april 1. r. h. bull, president. j. r. keeler, vice-president. c. w. brinckerhoff, secretary."
1870,7,28,1870072818207,New York Times,NY,equitable savings institution,"equitable savings institution. no. 76 6th-av, corner of waverley-place. this bank has been organized for the convenience of depositors, and is open every day (sundays and holidays excepted) from 8 a.m. to 8 p.m. for the reception and payment of money. six per cent interest allowed on all sums from $5 upward. money deposited before aug. 1 will draw interest from july 1. john p. white, president. george t. jackson, first vice-president. wm. h. beers, second vice-president. floyd clarkson, secretary."
1870,7,28,1870072818203,New York Times,NY,market savings bank,"six per cent. interest from the 1st of each month. market savings bank, no. 82 nassau st, new york. money deposited on or before aug. 1 will bear interest from that date. william van name, president. henry r. concklin, secretary."
1870,7,28,1870072818206,New York Times,NY,six penny savings bank,"six penny savings bank, astor place, new york, notice. thirdy-third semi-annual dividend. this bank will pay its regular semi-annual dividend at the rate of six per cent on and after aug. 1. dividends not called for will be credited to the depositors' account and be entitled to interest from aug. 1, the same as a regular deposit. money deposited up to the 10th of august, will draw interest from the 1st. wm. miles, pres. jar. s. sloan, sec."
1870,7,28,1870072801209,New National Era,VA,items from the branches. augustra branch.,"more than six thousand dollars were deposited at the augusta branch in the month of june. this is quite fair for the summer, when work is scarce ; and yet, as this is a city of nearly ten thousand colored people, the amount is much less than it should be. ten thousand dollars a month woule be a fair proportion. this branch was started in march, 1866. since then it has received $130,450, and returned to depositors $87,439, leaving $43,011 in the bank, or about one-third of all that has been deposited. one thousand and sixty-nine persones in and around augusta have shown that they place full confidence in the bank : a year ago we could count but 603 depositors. for the first working year the deposits averaged each month only $1,036 : the second year, $1,642 ; the third year, $2,313 ; the fourth year, $3,772 ; and for the last four months have averaged $6,320 a month. i am informed, by persons who have visited the country, that the crop never looked better. there are many indications of a solid prosperity in the future. laborers receive kinder treatment and higher wages. peace is bringing profit to the prudent. we hope that the colored people will look out upon the prospect with a more hopeful spirit, and push on in every good work fearless and free. avoid buying costly garments ; spend not your hard-earned wages for filthy tobacco and useless drinks ; do not waste money at circuses, expensive pic-nics and excursions. it is not better to make your homes beautiful and attractive - better to make them pleasanter for the young and intelligent who are growing up around you? gather about yourselves those things which tend to elevation and refinement. david a. ritter, cashier. "
1870,7,28,1870072801206,New National Era,VA,items from the branches. jacksonville branch.,"i cannot report great things from this branch, as this is but a small city, with a comparatively small colored population, and yet it is but just to the people to say, that they are buying land, building houses, and engaging in business, to an extent second to no other place where there is a branch of our bank. our people are doing well, not as well as they might, or as we wish they would, but they are improving. in number of depositors we are gaining steadily, as well as in amount on deposit by the colored people. having a few depositors from the business men of the city, our reports sometimes show a loss during the month, when in fact the colored citizens accounts show an actual gain. our new bank building, is now in process of erection, and our friends are looking forward to its completion with marked interest, and will be stimulated by it to greater practical interest in increasing the amount of deposits. we now have 760 open accounts, showing a balance due our depositors of $63,000. w. l. coan, cashier. "
1870,7,28,1870072801208,New National Era,VA,items from the branches. chattanooga branch. how the national savings bank was advertised.,"once the cashier of the chattanooga branch of the savings bank was down along the line of the alabama and chattanooga railroad. at the earnest request of the able and efficient superintendent of the road, who is a true friend to all the better interests of his employees, the  said cashier was striving to interest the men in the savings bank, but being a stranger to the great majority of them, he found it no small task to get even a single depositor in a squad. but remembering that perseverance often overcomes great obstacles, he passed on from squad to squad, handing out bills and cards to those who could read, and saying to the foreman that the « walking boss » had said if any one wished to deposit, he could drop his pick and do so. still the depositors were very few. among these workmen each squad has a leader who gives orders when to fill and when to start to empty wheel-barrows. presently the cashier came to one of these squads, whose leader, a virginian, knew something of the savings bank at richmond. he had also seen and conversed with the cashier at chattanooga, and just as this cashier was approaching his squad he sung out « away to the dump, away ». that was the beginning ; the gang deposited well, and still continues to do well. now many of the foremen on the road, as well as many of the business men alnog the line of the road, are finding out about the « savings bank » and making use of it. chattanooga is rapidly improving, and every day our prospects brighten. the colored people expect to have before long not only a bank, but also a neat and well arranged brick academy. e. o. tade, cashier."
1870,7,28,1870072801207,New National Era,VA,items from the branches. wilmington (n. c.) branch.,"to the friends of the wilmington branch: i am glad to see that the people of wilmington are becoming more interested in the national savings bank. we have opened accounts with seventy-four new depositors during the month of june, who deposited $1,902.91, and increase of twenty-seven new depositors over the month of may. a number of these new depositors had been keeping their money at home, but being satisfied that their money was not safe at home, and that the savings bank is perfectly safe - and it is - they have put their money in the bank. only a short time since, mr. robert thomas, a hard-working colored man, lost $185 by trying to keep his money at home. if he had put his money in this bank it would have been out of reach of the thieves, and would have earned him at least nine dollars a year. another man lost $100 in specie ; and still another $40 in specie. but who ever knew any one to lose money that put it in the national savings bank on dock street? my friends, if you have money at home, don't let the sun go down until it is safe in the savings bank. b. g. bryan, cashier. "
1870,7,28,1870072801201,New National Era,VA,interest,"the board of trustees at its meeting on july 7th, declared a dividend of 1 2/3 per cent. - 5 per cent, per annum, on all sums remaining on deposit for the four months ending june 30th, 1870. depositors are requested to preseat their bank books to the cashier at the respective branches to have their interest written thereon. interest not drawn from bank is added to the principal, and thus itself earns more interest. "
1870,7,28,1870072801211,New National Era,VA,items from the branches. st. louis branch.,"it may be interesting to many of the patrons of their branch to note the progress made from its organization to the present. it first opened its doors for business on the 29th day of june, 1868. the first deposit received was from an aged lady, amounting to $20. this circumstance was considered auspicious ; she had faith in the permanence and stability of the institution, though she knew nothing of its history or management. the progress has been regular and steady. during the first eighteen months there was an average gain of $1,407.31 per month. for the six months ending july 1, 1870, the net gain has been $25,000, or one hundred per cent. the balance at the principal office to the credit of this branch at the time of this writing is more than $50,000. as gratifying as is this result, it has not been attained without effort, and in the face of many things calculated to discourage. the thirty-nine savings and other banks in st. louis, among the best in the country, have all had a liberal share of the patronage of the colored people. our bank has had to compete with these older and well established institutions, and has gradually ingratiated itself into the confidence of the people. « the rubicon has been passed », and we now feel assured of a grand success. a recent flying visit from our excellent actuary, colonel eaton, foreshadows a new era with us. we are on the eve of removing into our new banking room, one of the best locations in the city. we are ambitious or closing the year with a balance to our credit at the principal office of one hundred thousand dollars. a union of effort is all that is required to attain this end. we ask our friends to see that they use their best endeavors to increase the influence of this great institution. willis h. brent, cashier."
1870,7,28,1870072801210,New National Era,VA,items from the branches. beaufort branch.,"the prospect for the colored people on the « sea islands » this season seem unusually flattering. i have made careful enquiry of residents from the different islands and have made personal examination of many crops, and the stand for cotton is better than it has been for many years. provisions also are looking highly favorably. another encouraging fact is, that the colored farmers are working better, more steadily and with more systematic skill than ever before. they are improving their farms, using more extensively manures and phosphates and purchasing more stock to help them in their work: so that from present appearances they will receive a bountiful harvest. all this of course takes money and for these purposes they have drawn somewhat largely of their savings in the bank, as is generally the case through the spring. while all with commendabl;e pride, praise the favorable appearance of their crops, due in such great measure to their own personal exertions, they with equal unanimity assert, that now as they are getting out of debt and farehanded with the world, and as the bank has to that end been of so much assistance to them, they are going to save every dollar they can from their crops and « bank it » ; for - they say - « it takes a little money to make money ; and i may want some, to start crop next year ». we trust this hopeful resolution will be universally adhered to. there is no reason why the majority of our farmers should not each deposit $100 or more from the proceeds of this year's crops as many have done from their crops of last season. in this way our deposits would easily be doubled, as indeed they should be. friends and depositors think seriously of this, and, as it should be, resolve that it shall be. nelson r. scovel, cashier."
1870,7,28,1870072801204,New National Era,VA,items from the branches. huntsville branch.,"it is with no small degree of pleasure that i state the growing influence of this branch. it was founded in 1865, late in the fall ; did no business of note for two years, as the figures will show. there was due depositors september 21st, 1867, $386.11 ; september, 1868, $8,148.64 ; september, 1869, $16,754.50 ; may, 1870, $31,017é13. increase for september, 1867, to may, 1870, is $30,631.02. this shows well for the bank ; but there is much that can be done yet. the people seem to be more interested now than ever before. they are beginning to see that it is for their own advantage to use the bank, because it receives deposits of the smallest amounts, pays five per cent interest, and is the strongest and most popular bank in the united states. that our people are practicing economy and thrift is very evident, and their confidence in this institution increases as they see the benefits they derive from it. lafayette robinson, cashier."
1870,7,28,1870072801205,New National Era,VA,items from the branches. norfolk branch.,"one hundred thousand dollars ($100,000) on deposit in our bank at norfolk. our balance due depositors is just a little above these figures to day, july 1, 1870, and we are all rejoicing in our great success, as well in the success of so many whose little fortunes this sum represents. when the severity of the present dull and hard times wears away, there is no reason why we should not have twice or three times this amount on deposit. norfolk is sure to be a great city. capitalists are striving to get the great western railroad in operation with norfolk as its eastern terminus, and it now seems quite probable they will succeed, in which cae, with plenty of work for the laborer, and the immense increase of business of all kinds, our colored friends here will surely have « piles » of money to save ; and the national fsb, if it keeps its present reputation, is very sure to receive it on deposit. h. c. percy, cashier. "
1870,7,28,1870072801203,New National Era,VA,items from the branches. richmond branch.,"we have opened 129 new accounts the past month (june) and have gained over $4,000 in deposits. our depositors now number about 1200, having to their credit $81,591.31. many of the tobacco mechanics are saving weekly, some of their earnings. this is a good move from the fact, that the manufacture of tobacco, upon which thousands depend for food, is not generally carried on for several weeks in winter. those who have money in bank, will feel that they have something to fall back upon when business fails. from the accounts of our cashiers, it appears that whenever a branch of our bank is located, prosperity follows. the gradual possession of farms, houses and property of all descriptions seem to be inseparably connected with it. let us push along, and continue prospering, ever mindful of the source from whence all blessings spring. charles spencer, cashier. "
1870,7,28,1870072801202,New National Era,VA,items from the branches. macon branch.,"our deposits this month so far have amounted to $1,111.83 ; drafts for the same time, $887.65 ; gain for the month so far $224.18. total deposits at this branch to date: $47,856.07. total amount of drafts: $26,852.03. balance due depositors: $21,004.04. our branch is now in its twentieth month, and has saved, as the figures show, an average of a little more than one thousand dollars per month, and i see nothing to hinder it from doing as well, and even better, for the future. t. g. steward, cashier."
1870,8,8,1870080807201,Daily Dispatch,VA,freedmen's savings bank,"fsb. - the statement of the richmond branch fsb for the month ending july 31st, 1870, shows $91,521.48 to the credit of 1,268 depositors. the gain in deposits during the month was nearly $10,000."
1870,8,11,1870081101201,New National Era,VA,"sam. townsend & son. produce commission merchants, no. 47 s. calvert street, baltimore, md.","sam. townsend & son. produce commission merchants, no. 47 s. calvert street, baltimore, md. we respectfully inform our colored friends that if they send us the produce, grain, corn, tobacco, cotton, tar turpentine, feathers, dried fruits, ac., we will take care of it and get the highest market prices, and remit the money through the savings banks or any other way desired. we refer to the cashiers of the fsbs, guano, bone dust, super phosphate lime, and clover, timothy, and other seeds constantly on hand. "
1870,8,15,1870081512201,New York Daily Tribune,NY,union dime savings bank,"six per cent interest on $5 to $5,000. assets $7,695,386 96."
1870,8,18,1870081801201,New National Era,VA,condition of the freedmen. letter of j. w. alvord.,"savannah, ga., january 14, 1870. […] the industry of the freedmen is also admitted, and the good influence of the savings bank. the mayor and other officials were quite surprised when i told them the branch in their city had on deposit over $80,000. a prominent physician assured me that in constitutional health negroes had suffered from the influences of slavery ; that in their extreme poverty, no doubt, many infants died from want of care. « in the old time », he said, « they were cared for as animals to be bred ». [...]"
1870,8,20,1870082018201,New York Times,NY,union dime savings bank,"union dime savings bank, nos. 396 and 398 canal-st, corner laight-st. six per cent interest on $5 to $5,000. assets $7,695,386.96. john mcclean, president. [list of names]"
1870,8,30,1870083012205,New York Daily Tribune,NY,north river savings bank,"interest commences on the first day of each month. six per cent interest paid. bank open daily from 10am to 3pm, and on monday, wednesday and saturday evenings from 6 to 8 o'clock."
1870,8,30,1870083012206,New York Daily Tribune,NY,mutual benefit savings bank,"interest commences every month, at six per cent per annum; compounded january and july. country deposits may be sent by express, draft, or post-office money order. one dollar will begin on account. "
1870,8,30,1870083012201,New York Daily Tribune,NY,dime savings bank,a months' extra interest is gained by depositing on or before september 1.
1870,8,30,1870083012207,New York Daily Tribune,NY,interest from the first of each month.,"money deposited now will draw interest from sept.1, at the rate of six per cent on all sums of $5 and upward. interest paid or credited in july and january of each year. bank open every day from 10am to 3pm, and on mondays and staturdays 10am to 7pm."
1870,8,30,1870083012202,New York Daily Tribune,NY,union dime savings bank,"six per cent interest allowed on all sums on $5 to $5,000. assets $7,695,386 96."
1870,8,30,1870083012204,New York Daily Tribune,NY,new york savings bank,"six per cent interest, paid on all sums from $5 to $5,000. deposits made on or before sept.1 will draw interest from sept.1. "
1870,8,30,1870083012203,New York Daily Tribune,NY,people's savings bank,interest six per cent. money deposited now willl draw interest from september 1.
1870,9,8,1870090801201,New National Era,VA,freedman's savings bank,"the following remarkable statistics are taken from the general superintendent of education of the freedman's bureau: number of branches: 27. total deposits to march 31, 1870. $12,605,781.95. total number of depositors: 44,395. average amount of each depositor: $283.94. total drafts to march 1, 1870: $10,948,775.20. total balance now in the branches: $1,657,006.74. number of present depositors: 23,277. average amount of each depositor: $71.18. amount of drafts spent in buying land: $663,149.37. number of purchasers: 3,393. amount expended for the purchase of dwelling houses or homes: $296,917.69. amount spent for seed, implements, teams, &c.: $941,635.74. amount for education and books: $69,664.00. amount for other important purchases for personal and family comfort: $699,299.10. the influence of the bank has been very beneficial, affording the industrious freeman not only a safe depository for his surplus earnings beyond the hourly temptations of extravagance, but placing them where they will also be constantly augmented by the accumulation of interest. it was scarcely to be expected that a people unaccustomed to the necessity of providing for the morrow would at once adopt the economical and saving habits of classes trained to selfhelp. yet, considering this fact, and the hourly temptations to extravagance and dissipation by which they are surrounded, the above statement redounds greatly to their credit, and is a convincing evidence of the highly useful character of this institution. "
1870,9,10,1870091012201,New York Daily Tribune,NY,third-ave. savings bank,"open daily from 10am to 3pm, and on monday, wednesday, and saturday evenings from 6 to 8. o'clock "
1870,9,10,1870091012203,New York Daily Tribune,NY,mutual benefit savings bank,"interest commences every month, at six per cent per annum; compounded january and july. country deposits may be sent by express, draft, or post-office money order. one dollar will begin on account. "
1870,9,10,1870091012202,New York Daily Tribune,NY,union dime savings bank,"six per cent interest on $5 to $5,000. money deposited now will earn interest from october 1. assets $7,695,386 96."
1870,9,22,1870092201203,New National Era,VA,items from the branches. charleston branch.,"charleston, s. c., aug. 19, 1870. the deposits of this branch continue to increase, as you will see by our reports for june and july. our gain in june was $2,170.72 ; in july, $5,419.95. the total amount due depositors on the 1st of august was $164,347.59. these gains at this season of the year, when business in charleston in very light, are very encouraging, and we can see no reason why our deposits should not exceed $200,000 before next january. nathan ritter, cashier."
1870,9,22,1870092201202,New National Era,VA,"fires - money stolen, &c.","since my last, two colored men, who did not appreciate the bank, have lost over $100 each by having their hard-earned savings, which they had placed in their beds, burned. they now wish they had put the same in the bank. a depositor had his house and contents burned, but the money was saved, (although the depositor's book was burned), because he had it in a safe place. while we regret these individual losses, we think the public will be benefitted by such facts. "
1870,9,22,1870092201205,New National Era,VA,raleigh branch.,"raleigh, n. c., august 18, 1870. it gives me pleasure to report that our branch is at this time doing very well, though the people are greatly excited over the recent election, which to some extent affects business and money matters. but i am glad to state that, in general, the colored people are becoming more and more enlightened on the subject of economy. our new deposits increase, and this last month shows a respectable total, which i give, as follows: for the month of july, deposits, $86,893.95 ; drafts, $71,623.32. we hope soon to reach $100,000. g. w. brodie, cashier. "
1870,9,22,1870092201207,New National Era,VA,nahsville branch.,"the memphis ledger says: « the negro is fast becoming proprietor of the soil he formerly tilled for his master. about five hundred negroes own farms in the vicinity of memphis, and all their farms are well cultivated, while the farms of a great many white men are covered with weegs. industry is bound to overcome all obstacles and make men rich, while laziness ends in the work-house and a pauper's grave ». the above testimony we are glad to have for this reason: it furnishes another evidence that an agency of great power is at work, producing the change above alluded to. evidently a revolution is going on, materially affecting the condition, in a variety of ways, of those heretofore considered as chattels, and we must not be surprised to learn that one of the great agencies which has assisted in bringing this about is the powerful influence of this savings bank among the people of the south. for doubtless many of these « five hundred negroes » alluded to have been, if they are not now, patrons of the savings bank. now, if what is stated above be true with regard to the « negroes » in the locality of memphis, it is also true with regard to them in other localities. we are aware of many in this locality who have become to owners of homesteads through their industry and economy, and who have used the savings bank as the depository of their funds, and some have positively assured us that it seemed almost an impossibility for them to accumulate anything until they began to avail themselves of the advantages afforded them by the bank. while this is true with reference to a great many, there are yet numbers who can and who ought to assist in making this noble institution a complete success. we have seen, then, that, with what any be considered only a partial effort, what has been accomplished in so short a time. what may we not expect if we but go to work vigorously, with the determination of accomplishing whatever we take in hand? this branch, at the close of the month of june, has 779 depositors, with upwards of $68,000 due them. quite a respectable sum, it is true, but not as large as it should not be. during the month of june the amount deposited at this branch was $16,619.94. the amount paid on drafts was $13,720.60, giving us a gain of nearly $3,000 fot he month of june. john j. cary, cashier. "
1870,9,22,1870092201204,New National Era,VA,items from the branches. jacksonville branch.,"jacksonville, fla., aug. 15, 1870. the jacksonville branch continues to have a being - modestly and still with (we trust) a becoming ambition - forgetting the things that are past, looks forward to not only better things, but larger. our depositors for the month of july were 231, amounting to $32,519.97. amount due depositors at the end of the month, $60,216.24. our people are buying land, building houses, &c., and thus constantly illustrating the benefits and advantages of our bank, which helps them save the small items otherwise wasted foolishly. "
