Newspaper,Bank,Frequency,Year,Month,Day,Number,Readership,Title,Section,Text,State,branch,identifier,length,nwords,FSB,Bank_type,Depositors,coverage
Atlanta Daily Herald,Merchants' & Planters' Bank,Daily,1874,1,31.0,"Vol. II, no.145. whole 439",General Audience,merchants' & planters’ bank,Banks and Bankers,"merchants' & planters’ bank - (of washington, wilkes county, ga.) w. w. simpson, president. | a. w. hill, cashier. capital stock - - - $112,000. special attention paid to collections, for which prompt remittances are made, at lowest rates of exchange. jy3 6m",GA,Atlanta,1874013103201,260.0,43.0,0.0,State,,1873-1874
Atlanta Daily Herald,Atlanta National Bank,Daily,1874,1,31.0,"Vol. II, no.145. whole 439",General Audience,atlanta national bank,Banks and Bankers,"atlanta national bank of the city of atlanta. designated depository of the united states. capital, $300,000. directors. alfred austell, r. h. richaros, e. w. holland, john neal, s. m. inman, w. j. garren, w. b. cox. special attention is made to collections, for which we remit promptly at lowest rate of exchange. alfred austell. president: w. h. tuller, cashier; p. romare, asst. cashier.",GA,Atlanta,1874013103203,389.0,63.0,0.0,National,,1873-1874
New Orleans Republican,FSB,Weekly,1874,1,31.0,\,General Audience,the freedmen savings and trust bank.,BANKS and BANKING.,"the national fsb. a national savings bank, chartered by the united states, march, 1865. new orleans branch, no. 152 carondelet street, corner of dryndes. bank hours from 9 a.m. to 3 p.m. open saturday nights to receive deposits from six to eight o'clock. six per cent interest allowed. c.d.sturtevant, cashier. a. paillet, assistant cashier. ",LA,New Orleans,1874013122201,375.0,58.0,1.0,Savings,Minority,1867-1874
Atlanta Daily Herald,Atlanta National Bank,Daily,1874,2,1.0,"Vol. II, no.146. whole 440",General Audience,atlanta national bank,Banks and Bankers,"atlanta national bank of the city of atlanta. designated depository of the united states. capital, $300,000. directors. alfred austell, r. h. richaros, e. w. holland, john neal, s. m. inman, w. j. garren, w. b. cox. special attention is made to collections, for which we remit promptly at lowest rate of exchange. alfred austell. president: w. h. tuller, cashier; p. romare, asst. cashier.",GA,Atlanta,1874020103202,389.0,63.0,0.0,National,,1873-1874
Atlanta Daily Herald,FSB,Daily,1874,2,1.0,"Vol. II, no.146. whole 440",General Audience,freedman's savings & trust co.,Banks and Bankers,"fsb (chartered by government of united states). office broad street, corner walton. receives deposits of five cents upwards. deposits payable on demand with interest. interest compounded twice per annum. send for circular. philip d. cory, cashier.",GA,Atlanta,1874020103201,274.0,40.0,1.0,Savings,Minority,1873-1874
Atlanta Daily Herald,Atlanta National Bank,Daily,1874,2,3.0,"Vol. II, no.147. whole 441",General Audience,atlanta national bank,Banks and Bankers,"atlanta national bank of the city of atlanta. designated depository of the united states. capital, $300,000. directors. alfred austell, r. h. richaros, e. w. holland, john neal, s. m. inman, w. j. garren, w. b. cox. special attention is made to collections, for which we remit promptly at lowest rate of exchange. alfred austell. president: w. h. tuller, cashier; p. romare, asst. cashier.",GA,Atlanta,1874020303202,389.0,63.0,0.0,National,,1873-1874
Atlanta Daily Herald,FSB,Daily,1874,2,3.0,"Vol. II, no.147. whole 441",General Audience,freedman's savings & trust co.,Banks and Bankers,"fsb (chartered by government of united states). office broad street, corner walton. receives deposits of five cents upwards. deposits payable on demand with interest. interest compounded twice per annum. send for circular. philip d. cory, cashier.",GA,Atlanta,1874020303201,274.0,40.0,1.0,Savings,Minority,1873-1874
Atlanta Daily Herald,Merchants' & Planters' Bank,Daily,1874,2,4.0,"Vol. II, no.148. whole 442",General Audience,merchants' & planters’ bank,Banks and Bankers,"merchants' & planters’ bank - (of washington, wilkes county, ga.) w. w. simpson, president. | a. w. hill, cashier. capital stock - - - $112,000. special attention paid to collections, for which prompt remittances are made, at lowest rates of exchange. jy3 6m",GA,Atlanta,1874020403201,260.0,43.0,0.0,State,,1873-1874
Atlanta Daily Herald,Atlanta National Bank,Daily,1874,2,4.0,"Vol. II, no.148. whole 442",General Audience,atlanta national bank,Banks and Bankers,"atlanta national bank of the city of atlanta. designated depository of the united states. capital, $300,000. directors. alfred austell, r. h. richaros, e. w. holland, john neal, s. m. inman, w. j. garren, w. b. cox. special attention is made to collections, for which we remit promptly at lowest rate of exchange. alfred austell. president: w. h. tuller, cashier; p. romare, asst. cashier.",GA,Atlanta,1874020403203,389.0,63.0,0.0,National,,1873-1874
Atlanta Daily Herald,FSB,Daily,1874,2,4.0,"Vol. II, no.148. whole 442",General Audience,freedman's savings & trust co.,Banks and Bankers,"fsb (chartered by government of united states). office broad street, corner walton. receives deposits of five cents upwards. deposits payable on demand with interest. interest compounded twice per annum. send for circular. philip d. cory, cashier.",GA,Atlanta,1874020403202,274.0,40.0,1.0,Savings,Minority,1873-1874
Atlanta Daily Herald,FSB,Daily,1874,2,5.0,"Vol. II, no.149. whole 443",General Audience,freedman's savings & trust co.,Banks and Bankers,"fsb (chartered by government of united states). office broad street, corner walton. receives deposits of five cents upwards. deposits payable on demand with interest. interest compounded twice per annum. send for circular. philip d. cory, cashier.",GA,Atlanta,1874020503202,274.0,40.0,1.0,Savings,Minority,1873-1874
Atlanta Daily Herald,Atlanta National Bank,Daily,1874,2,5.0,"Vol. II, no.149. whole 443",General Audience,atlanta national bank,Banks and Bankers,"atlanta national bank of the city of atlanta. designated depository of the united states. capital, $300,000. directors. alfred austell, r. h. richaros, e. w. holland, john neal, s. m. inman, w. j. garren, w. b. cox. special attention is made to collections, for which we remit promptly at lowest rate of exchange. alfred austell. president: w. h. tuller, cashier; p. romare, asst. cashier.",GA,Atlanta,1874020503203,389.0,63.0,0.0,National,,1873-1874
Atlanta Daily Herald,Merchants' & Planters' Bank,Daily,1874,2,5.0,"Vol. II, no.149. whole 443",General Audience,merchants' & planters’ bank,Banks and Bankers,"merchants' & planters’ bank - (of washington, wilkes county, ga.) w. w. simpson, president. | a. w. hill, cashier. capital stock - - - $112,000. special attention paid to collections, for which prompt remittances are made, at lowest rates of exchange. jy3 6m",GA,Atlanta,1874020503201,260.0,43.0,0.0,State,,1873-1874
New National Era,FSB,Weekly,1874,2,5.0,"Vol. V, no 5",African American,the freedman's savings and trust company,Advertisements,"the fsb. a national savings bank. established march, 1865. chartered by the government of the united states. banking house 1507 pennsylvania avenue, opposite the treasury. five cents, or larger amounts, received on deposit. all profits paid to depositors as interest, not exceeding seven per cent, per annum. interest on sums of one dollar and upwards, beginning first of each month: payable 1st of january and 1st of july. every amount strictly confidential. principal office, washington d. c. branches in all cities and large towns of the south and southwest. open from 9 a. m. to 4 p. m. each day, and on mondays and saturdays (for deposits only) from 6:30 to 8 p. m. don't waste money; save the small sums.",DC,Washington,1874020501202,743.0,125.0,1.0,Savings,Minority,1870-1874
Atlanta Daily Herald,Atlanta National Bank,Daily,1874,2,6.0,"Vol. II, no.150. whole 444",General Audience,atlanta national bank,Banks and Bankers,"atlanta national bank of the city of atlanta. designated depository of the united states. capital, $300,000. directors. alfred austell, r. h. richaros, e. w. holland, john neal, s. m. inman, w. j. garren, w. b. cox. special attention is made to collections, for which we remit promptly at lowest rate of exchange. alfred austell. president: w. h. tuller, cashier; p. romare, asst. cashier.",GA,Atlanta,1874020603203,389.0,63.0,0.0,National,,1873-1874
Atlanta Daily Herald,FSB,Daily,1874,2,6.0,"Vol. II, no.150. whole 444",General Audience,freedman's savings & trust co.,Banks and Bankers,"fsb (chartered by government of united states). office broad street, corner walton. receives deposits of five cents upwards. deposits payable on demand with interest. interest compounded twice per annum. send for circular. philip d. cory, cashier.",GA,Atlanta,1874020603202,274.0,40.0,1.0,Savings,Minority,1873-1874
Atlanta Daily Herald,Merchants' & Planters' Bank,Daily,1874,2,6.0,"Vol. II, no.150. whole 444",General Audience,merchants' & planters’ bank,Banks and Bankers,"merchants' & planters’ bank - (of washington, wilkes county, ga.) w. w. simpson, president. | a. w. hill, cashier. capital stock - - - $112,000. special attention paid to collections, for which prompt remittances are made, at lowest rates of exchange. jy3 6m",GA,Atlanta,1874020603201,260.0,43.0,0.0,State,,1873-1874
Atlanta Daily Herald,Merchants' & Planters' Bank,Daily,1874,2,7.0,"Vol. II, no.151. whole 445",General Audience,merchants' & planters’ bank,Banks and Bankers,"merchants' & planters’ bank - (of washington, wilkes county, ga.) w. w. simpson, president. | a. w. hill, cashier. capital stock - - - $112,000. special attention paid to collections, for which prompt remittances are made, at lowest rates of exchange. jy3 6m",GA,Atlanta,1874020703201,260.0,43.0,0.0,State,,1873-1874
Atlanta Daily Herald,Atlanta National Bank,Daily,1874,2,7.0,"Vol. II, no.151. whole 445",General Audience,atlanta national bank,Banks and Bankers,"atlanta national bank of the city of atlanta. designated depository of the united states. capital, $300,000. directors. alfred austell, r. h. richaros, e. w. holland, john neal, s. m. inman, w. j. garren, w. b. cox. special attention is made to collections, for which we remit promptly at lowest rate of exchange. alfred austell. president: w. h. tuller, cashier; p. romare, asst. cashier.",GA,Atlanta,1874020703203,389.0,63.0,0.0,National,,1873-1874
Atlanta Daily Herald,FSB,Daily,1874,2,7.0,"Vol. II, no.151. whole 445",General Audience,freedman's savings & trust co.,Banks and Bankers,"fsb (chartered by government of united states). office broad street, corner walton. receives deposits of five cents upwards. deposits payable on demand with interest. interest compounded twice per annum. send for circular. philip d. cory, cashier.",GA,Atlanta,1874020703202,274.0,40.0,1.0,Savings,Minority,1873-1874
Atlanta Daily Herald,Atlanta National Bank,Daily,1874,2,8.0,"Vol. II, no.152. whole 446",General Audience,atlanta national bank,Banks and Bankers,"atlanta national bank of the city of atlanta. designated depository of the united states. capital, $300,000. directors. alfred austell, r. h. richaros, e. w. holland, john neal, s. m. inman, w. j. garren, w. b. cox. special attention is made to collections, for which we remit promptly at lowest rate of exchange. alfred austell. president: w. h. tuller, cashier; p. romare, asst. cashier.",GA,Atlanta,1874020803203,389.0,63.0,0.0,National,,1873-1874
Atlanta Daily Herald,FSB,Daily,1874,2,8.0,"Vol. II, no.152. whole 446",General Audience,freedman's savings & trust co.,Banks and Bankers,"fsb (chartered by government of united states). office broad street, corner walton. receives deposits of five cents upwards. deposits payable on demand with interest. interest compounded twice per annum. send for circular. philip d. cory, cashier.",GA,Atlanta,1874020803202,274.0,40.0,1.0,Savings,Minority,1873-1874
Atlanta Daily Herald,Merchants' & Planters' Bank,Daily,1874,2,8.0,"Vol. II, no.152. whole 446",General Audience,merchants' & planters’ bank,Banks and Bankers,"merchants' & planters’ bank - (of washington, wilkes county, ga.) w. w. simpson, president. | a. w. hill, cashier. capital stock - - - $112,000. special attention paid to collections, for which prompt remittances are made, at lowest rates of exchange. jy3 6m",GA,Atlanta,1874020803201,260.0,43.0,0.0,State,,1873-1874
Atlanta Daily Herald,FSB,Daily,1874,2,10.0,"Vol. II, no.153. whole 447",General Audience,freedman's savings & trust co.,Banks and Bankers,"fsb (chartered by government of united states). office broad street, corner walton. receives deposits of five cents upwards. deposits payable on demand with interest. interest compounded twice per annum. send for circular. philip d. cory, cashier.",GA,Atlanta,1874021003202,274.0,40.0,1.0,Savings,Minority,1873-1874
Atlanta Daily Herald,Merchants' & Planters' Bank,Daily,1874,2,10.0,"Vol. II, no.153. whole 447",General Audience,merchants' & planters’ bank,Banks and Bankers,"merchants' & planters’ bank - (of washington, wilkes county, ga.) w. w. simpson, president. | a. w. hill, cashier. capital stock - - - $112,000. special attention paid to collections, for which prompt remittances are made, at lowest rates of exchange. jy3 6m",GA,Atlanta,1874021003201,260.0,43.0,0.0,State,,1873-1874
New Orleans Republican,FSB,Weekly,1874,2,10.0,\,General Audience,the freedmen savings and trust bank.,BANKS and BANKING.,"the national fsb. a national savings bank, chartered by the united states, march, 1865. new orleans branch, no. 152 carondelet street, corner of dryndes. bank hours from 9 a.m. to 3 p.m. open saturday nights to receive deposits from six to eight o'clock. six per cent interest allowed. c.d.sturtevant, cashier. a. paillet, assistant cashier. ",LA,New Orleans,1874021022201,375.0,58.0,1.0,Savings,Minority,1867-1874
Atlanta Daily Herald,Atlanta National Bank,Daily,1874,2,11.0,"Vol. II, no.154. whole 448",General Audience,atlanta national bank,Banks and Bankers,"atlanta national bank of the city of atlanta. designated depository of the united states. capital, $300,000. directors. alfred austell, r. h. richaros, e. w. holland, john neal, s. m. inman, w. j. garren, w. b. cox. special attention is made to collections, for which we remit promptly at lowest rate of exchange. alfred austell. president: w. h. tuller, cashier; p. romare, asst. cashier.",GA,Atlanta,1874021103202,389.0,63.0,0.0,National,,1873-1874
Atlanta Daily Herald,FSB,Daily,1874,2,11.0,"Vol. II, no.154. whole 448",General Audience,freedman's savings & trust co.,Banks and Bankers,"fsb (chartered by government of united states). office broad street, corner walton. receives deposits of five cents upwards. deposits payable on demand with interest. interest compounded twice per annum. send for circular. philip d. cory, cashier.",GA,Atlanta,1874021103201,274.0,40.0,1.0,Savings,Minority,1873-1874
New Orleans Republican,FSB,Weekly,1874,2,11.0,\,General Audience,the freedmen savings and trust bank.,BANKS and BANKING.,"the national fsb. a national savings bank, chartered by the united states, march, 1865. new orleans branch, no. 152 carondelet street, corner of dryndes. bank hours from 9 a.m. to 3 p.m. open saturday nights to receive deposits from six to eight o'clock. six per cent interest allowed. c.d.sturtevant, cashier. a. paillet, assistant cashier. ",LA,New Orleans,1874021122201,375.0,58.0,1.0,Savings,Minority,1867-1874
Atlanta Daily Herald,FSB,Daily,1874,2,12.0,"Vol. II, no.155. whole 449",General Audience,freedman's savings & trust co.,Banks and Bankers,"fsb (chartered by government of united states). office broad street, corner walton. receives deposits of five cents upwards. deposits payable on demand with interest. interest compounded twice per annum. send for circular. philip d. cory, cashier.",GA,Atlanta,1874021203202,274.0,40.0,1.0,Savings,Minority,1873-1874
Atlanta Daily Herald,Merchants' & Planters' Bank,Daily,1874,2,12.0,"Vol. II, no.155. whole 449",General Audience,merchants' & planters’ bank,Banks and Bankers,"merchants' & planters’ bank - (of washington, wilkes county, ga.) w. w. simpson, president. | a. w. hill, cashier. capital stock - - - $112,000. special attention paid to collections, for which prompt remittances are made, at lowest rates of exchange. jy3 6m",GA,Atlanta,1874021203201,260.0,43.0,0.0,State,,1873-1874
Atlanta Daily Herald,Atlanta National Bank,Daily,1874,2,12.0,"Vol. II, no.155. whole 449",General Audience,atlanta national bank,Banks and Bankers,"atlanta national bank of the city of atlanta. designated depository of the united states. capital, $300,000. directors. alfred austell, r. h. richaros, e. w. holland, john neal, s. m. inman, w. j. garren, w. b. cox. special attention is made to collections, for which we remit promptly at lowest rate of exchange. alfred austell. president: w. h. tuller, cashier; p. romare, asst. cashier.",GA,Atlanta,1874021203203,389.0,63.0,0.0,National,,1873-1874
New National Era,FSB,Weekly,1874,2,12.0,"Vol. V, no 6",African American,the freedman's savings and trust company,Advertisements,"the fsb. a national savings bank. established march, 1865. chartered by the government of the united states. banking house 1507 pennsylvania avenue, opposite the treasury. five cents, or larger amounts, received on deposit. all profits paid to depositors as interest, not exceeding seven per cent, per annum. interest on sums of one dollar and upwards, beginning first of each month: payable 1st of january and 1st of july. every amount strictly confidential. principal office, washington d. c. branches in all cities and large towns of the south and southwest. open from 9 a. m. to 4 p. m. each day, and on mondays and saturdays (for deposits only) from 6:30 to 8 p. m. don't waste money; save the small sums.",DC,Washington,1874021201202,743.0,125.0,1.0,Savings,Minority,1870-1874
New Orleans Republican,FSB,Weekly,1874,2,13.0,\,General Audience,the freedmen savings and trust bank.,BANKS and BANKING.,"the national fsb. a national savings bank, chartered by the united states, march, 1865. new orleans branch, no. 152 carondelet street, corner of dryndes. bank hours from 9 a.m. to 3 p.m. open saturday nights to receive deposits from six to eight o'clock. six per cent interest allowed. c.d.sturtevant, cashier. a. paillet, assistant cashier. ",LA,New Orleans,1874021322201,375.0,58.0,1.0,Savings,Minority,1867-1874
New York Times,Irving Savings Institution,Daily,1874,2,13.0,"Vol XXIII, No. 6992",General Audience,irving savings institution,Savings Banks,"irving savings institution, no. 96 warren-st, new york. six per cent interest allowed on all sums. interest commences on the 1st of january, april. july and october. bank open daily from 10 a.m. to 3 p.m. walter w. concklin, president. vanderbilt l. buxton, secretary.",NY,New York City,1874021318201,268.0,44.0,0.0,Savings,,1865-1874
New York Times,Dime Savings Bank of Williamsburghh,Daily,1874,2,13.0,"Vol XXIII, No. 6992",General Audience,union dime savings bank,Savings Banks,"union dime savings bank, nos. 396 and 398 canal-st corner of laight. six per cent interest paid. money deposited now will bear interest from april 1. assets ten millions nine hundred and eighty seven thousand dollars. six per cent interest allowed. books in english, french and german.",NY,New York City,1874021318202,285.0,47.0,0.0,Savings,,1865-1874
New Orleans Republican,FSB,Weekly,1874,2,14.0,\,General Audience,the freedmen savings and trust bank.,BANKS and BANKING.,"the national fsb. a national savings bank, chartered by the united states, march, 1865. new orleans branch, no. 152 carondelet street, corner of dryndes. bank hours from 9 a.m. to 3 p.m. open saturday nights to receive deposits from six to eight o'clock. six per cent interest allowed. c.d.sturtevant, cashier. a. paillet, assistant cashier. ",LA,New Orleans,1874021422201,375.0,58.0,1.0,Savings,Minority,1867-1874
New Orleans Republican,FSB,Weekly,1874,2,17.0,\,General Audience,the freedmen savings and trust bank.,BANKS and BANKING.,"the national fsb. a national savings bank, chartered by the united states, march, 1865. new orleans branch, no. 152 carondelet street, corner of dryndes. bank hours from 9 a.m. to 3 p.m. open saturday nights to receive deposits from six to eight o'clock. six per cent interest allowed. c.d.sturtevant, cashier. a. paillet, assistant cashier. ",LA,New Orleans,1874021722201,375.0,58.0,1.0,Savings,Minority,1867-1874
Atlanta Daily Herald,FSB,Daily,1874,2,18.0,"Vol. II, no.160. whole 454",General Audience,freedman's savings bank,City Record - A Card of Acknoledgement,"fsb - at a meeting of the advisory committee of the atlanta branch of the fsb, february 17, it was anonymously resolved, that this committee thankfully appreciate the kind and courteous feeling pervading the statement in this morning's papers, respecting the defalcation of our own cashier, and that we especially acknowledge the correction and value of this statement with respect to the safety of depositors, as it is but an indorsement of a fact, we are able to prove, to all whom it may concern, that not a dollar will be lost by any of the depositors in this branch. by order of the committee. r.d. badger, chairman",GA,Atlanta,1874021803201,673.0,114.0,1.0,Savings,Minority,1873-1874
Atlanta Daily Herald,Merchants' & Planters' Bank,Daily,1874,2,19.0,"Vol. II, no 161",General Audience,merchants' & planters' bank,Banks and Bankers,"merchants' & planters' bank (of washington, wilkes county, ga.) w. w. simpsons, president, a. w. hill, cashier. capital stock $112,000. special attention paid to collections, for which prompt remittances are made, at lowest rates of exchange. ",GA,Atlanta,1874021903201,243.0,36.0,0.0,State,,1873-1874
Atlanta Daily Herald,FSB,Daily,1874,2,19.0,"Vol. II, no 161",General Audience,freedman's savings & trust co.,Banks and Bankers,"fsb (chartered by government of united states). office broad street, corner walton. receives deposits of five cents upwards. deposits payable on demand with interest. interest compounded twice per annum. send for circular. philip d. cory, cashier.",GA,Atlanta,1874021903202,274.0,40.0,1.0,Savings,Minority,1873-1874
Atlanta Daily Herald,FSB,Daily,1874,2,19.0,"Vol. II, no 161",General Audience,the freedman's savings bank of atlanta.,Washington. Congressional,"washington. the fsb of atlanta. congressional. washington, february 18, 1874. a. m. sperry, general superintendent of fsb and its branches, authorizes the statement that the defalcation at the branch at atlanta is about $7,000 but is fully covered by the defaulter's bondsmen and his poverty. ",GA,Atlanta,1874021903203,333.0,49.0,1.0,Savings,Minority,1873-1874
Atlanta Daily Herald,FSB,Daily,1874,2,19.0,"Vol. II, no.161. whole 455",General Audience,freedman's savings bank,Washington. Congressional,"washington. the fsb of atlanta. congressional. washington, february 18, 1874. a. m. sperry, general superintendent of fsb and its branches, authorizes the statement that the defalcation at the branch at atlanta is about $7,000 but is fully covered by the defaulter's bondsmen and his property. ",GA,Atlanta,1874021903204,334.0,49.0,1.0,Savings,Minority,1873-1874
Atlanta Daily Herald,Atlanta National Bank,Daily,1874,2,19.0,"Vol. II, no 161",General Audience,atlanta national bank,Banks and Bankers,"atlanta national bank of the city of atlanta. designated depository of the united states. capital, $300,000. directors. alfred austell, r. h. richaros, e. w. holland, john neal, s. m. inman, w. j. garren, w. b. cox. special attention is made to collections, for which we remit promptly at lowest rate of exchange. alfred austell. president: w. h. tuller, cashier; p. romare, asst. cashier.",GA,Atlanta,1874021903205,389.0,63.0,0.0,National,,1873-1874
New Orleans Republican,FSB,Weekly,1874,2,19.0,\,General Audience,the freedmen savings and trust bank.,BANKS and BANKING.,"the national fsb. a national savings bank, chartered by the united states, march, 1865. new orleans branch, no. 152 carondelet street, corner of dryndes. bank hours from 9 a.m. to 3 p.m. open saturday nights to receive deposits from six to eight o'clock. six per cent interest allowed. c.d.sturtevant, cashier. a. paillet, assistant cashier. ",LA,New Orleans,1874021922201,375.0,58.0,1.0,Savings,Minority,1867-1874
New National Era,FSB,Weekly,1874,2,19.0,"Vol. V, no 7",African American,letter of john p. sampson on the freedman's banks in the south. ,Articles,"treasury department, third auditor's office, washington, jan. 22, 1874. i desire, sir, to say through your journal and every other accessible medium, of whatever political shade, interested in the material development of our section, that while i am in favor of the fsb as a savings institution, we can never expect to see our city become a money-circulating centre for the south, nor important as a wholesale, business and trading metropolis, so long as we are indifferent as to where the monies, the result of the thrift and energy of its tradesmen and manual laboring people, are sent and circulated. our money must be kept at home and put to work among the people of whom it is earned, unless there is no demand for its use, with as good percentage and security as it will get abroad. true political economy teaches that we are not only to be careful how we spend our money, but we are to spend it intelligently, with reference to the need of others as well as ourselves, knowing the exact channel through which it passes, even when hypothecated in any manner of trade above its face value in scrip or coin, in order that a pro rato benefit may accrue to the spender and the entire business community. the town is continually being drained of every dollar expended in meeting the ordinary expenses for comfort and labor, and this is the most active circulating capital in any city. the money earned and saved can find a healthy circulating level in business, or loans, negotiated easier, and with less expense to borrower and lender at home, where it is earned, and with more profit to the community and all parties concerned, than it can get abroad. the whole money-saving scheme instituted for the good of our people in the south, is conducted on a plan that stagnates the financial atmosphere of the money-spending, and manual laboring class. the passage of money from one hand to another, in small circle of business men, one or two hours sooner or later, and owned by each other for each other, but a few hours, makes or saves a man from becoming a bankrupt; and by a few hours' misconnection in money matters, may embarrass the entire business community. now, what i with to say is this: if a few hours stagnation in the active funds of a community, can thus embarrass the business of a town what must be the effect when it is gathered up by the smalls in a savings bank, and sent away to work in the interest of those in other communities, making business for hundreds of working men, and borrowed for this active service by men who can no better affort to borrow, and who can pay no more for its use than the capitalist of our own city. when a bank is established in our community, it is presumed that, like other banking houses belonging to the place, it is established for the benefit of the people residing there, by loaning and taking care of the funds in the interest of the depositors and the community. money can be borrowed by citizens, but the loan is negotiated at an enormous expense to both parties and it is not the policy of the washington bank to grand loans through the branch banks, while here your money is loaned every day, and with personal advantage if necessary to the officers negotiating the loan: but those who create the capital, where the banks are located, are not allowed to loan nor borrow through the branch officers. why not allow all the funds deposited at a certain point to remain there as a trading capital for the benefit of the branch, the depositors and the people? why seek a borrower abroad when we have them here with a [?] of freedom who know the people better? ask the main bank to allow us to keep our own money and empower the directors and our efficient cashier of the branch to negotiate loans with good collaterals. the washington bank has a lien on more property than any other banking house in washington, with great profit to itself and every business interest in the community. what good does investment do our people? any one can this see the damaging results of the system. if the charter will not allow any change, let the colored people of the south ask congress through their representative to so amend the charter as to give less advantage to one quarter and a more equal change among the depositors where the branch is located, and especially where the cashier is capable of negotiating a loan with good security. the managers tell our colored business men in the south desiring this accommodation through their own branch, such as they can, and do get of other banks in southern communities, that they « do not loan money, and that it would be very unsafe to accommodate the colored capitalist and business men south by investment with them, and yet colored men and more white men are accommodated here. they say money will go of itself where it is in best demand in its best interest. how can this money get a demand at home when it is legislated away by the washington bank in order to accommodate the bank and people of washington. this sort of argument has worn threadbare, and is only true when made in the interest of those who make it. the statement is a superstitious one, and if made against business white men in the south, it is an appeal to the political prejudices of the negro, against his best interest; if it is made against colored men in the south, who will compare with colored men elsewhere, it is a sad reflection, on their integrity, when compared with both white and colored who are accomodated in the washington bank. i say this in the best interest of « the southern branches, it cry », « mad dog » by saying a negro is opposed to the bank, would be to me the best evidence that i am correct. ",DC,Washington,1874021901203,5709.0,1028.0,1.0,Savings,Minority,1870-1874
New National Era,FSB,Weekly,1874,2,19.0,"Vol. V, no 7",African American,the freedman's savings and trust company,Advertisements,"the fsb. a national savings bank. established march, 1865. chartered by the government of the united states. banking house 1507 pennsylvania avenue, opposite the treasury. five cents, or larger amounts, received on deposit. all profits paid to depositors as interest, not exceeding seven per cent, per annum. interest on sums of one dollar and upwards, beginning first of each month: payable 1st of january and 1st of july. every amount strictly confidential. principal office, washington d. c. branches in all cities and large towns of the south and southwest. open from 9 a. m. to 4 p. m. each day, and on mondays and saturdays (for deposits only) from 6:30 to 8 p. m. don't waste money; save the small sums.",DC,Washington,1874021901202,743.0,125.0,1.0,Savings,Minority,1870-1874
Atlanta Daily Herald,Atlanta National Bank,Daily,1874,2,22.0,"Vol. II, no.164. whole 458",General Audience,atlanta national bank,Banks and Bankers,"atlanta national bank of the city of atlanta. designated depository of the united states. capital, $300,000. directors. alfred austell, r. h. richaros, e. w. holland, john neal, s. m. inman, w. j. garren, w. b. cox. special attention is made to collections, for which we remit promptly at lowest rate of exchange. alfred austell. president: w. h. tuller, cashier; p. romare, asst. cashier.",GA,Atlanta,1874022203203,389.0,63.0,0.0,National,,1873-1874
Atlanta Daily Herald,FSB,Daily,1874,2,22.0,"Vol. II, no.164. whole 458",General Audience,freedman's savings & trust co.,Banks and Bankers,"fsb (chartered by government of united states). office broad street, corner walton. receives deposits of five cents upwards. deposits payable on demand with interest. interest compounded twice per annum. send for circular. philip d. cory, cashier.",GA,Atlanta,1874022203202,274.0,40.0,1.0,Savings,Minority,1873-1874
Atlanta Daily Herald,Merchants' & Planters' Bank,Daily,1874,2,22.0,"Vol. II, no.164. whole 458",General Audience,merchants' & planters' bank,Banks and Bankers,"merchants' & planters' bank (of washington, wilkes county, ga.) w. w. simpsons, president, a. w. hill, cashier. capital stock $112,000. special attention paid to collections, for which prompt remittances are made, at lowest rates of exchange. ",GA,Atlanta,1874022203201,243.0,36.0,0.0,State,,1873-1874
New Orleans Republican,FSB,Weekly,1874,2,22.0,\,General Audience,the freedmen savings and trust bank.,BANKS and BANKING.,"the national fsb. a national savings bank, chartered by the united states, march, 1865. new orleans branch, no. 152 carondelet street, corner of dryndes. bank hours from 9 a.m. to 3 p.m. open saturday nights to receive deposits from six to eight o'clock. six per cent interest allowed. c.d.sturtevant, cashier. a. paillet, assistant cashier. ",LA,New Orleans,1874022222201,375.0,58.0,1.0,Savings,Minority,1867-1874
Atlanta Daily Herald,Merchants' & Planters' Bank,Daily,1874,2,24.0,"Vol. II, no.165. whole 459",General Audience,merchants' & planters' bank,Banks and Bankers,"merchants' & planters' bank (of washington, wilkes county, ga.) w. w. simpsons, president, a. w. hill, cashier. capital stock $112,000. special attention paid to collections, for which prompt remittances are made, at lowest rates of exchange. ",GA,Atlanta,1874022403201,243.0,36.0,0.0,State,,1873-1874
Atlanta Daily Herald,FSB,Daily,1874,2,25.0,"Vol. II, no.166. whole 460",General Audience,freedman's savings bank,Cory - Commited for Embezzelmen - His Own Letter Convicts Him,"fsb - the case of the state vs. philip d. cory wearied yesterday before justice ezzard. according to ths warrant, which was issued by justice wm. ezzard and sworn out by o. s. johnson, the new cashier of the freedman’s savings bank, he was charged with stealing, secreting and fraudulently taking and carrying away $10,000 in united states currency, the turn being the property of the freedman’s savings and trust company. the bute introduced a good deal of testimony, among which was some letters of cory's in which he acknowledges that he is about seven thousand and seven hundred dollars short, and that he had used the money with no evil intent but lost it through his friends—a security debt, we believe. he was induced to write the second letter, (the contents of which is unknown to us,) through false promises of the company, hence it was ruled out of the evidence. the defense did not introduce any testimony at all. after able speeches by counsel employed, he was committed to appear at the next term of fulton superior court and required to give a three-thousand-dollar bond, or to go to jail. he succeeded in giving a good bond. mr. w. c. morrill, treasurer of the w. and a. b. b., and senator clarke, of the seventh district, and mr. benj. f. abbott, were retained by the defense, and mr. john a. s. stephens prosecuting.",GA,Atlanta,1874022503204,1360.0,237.0,1.0,Savings,Minority,1873-1874
